timestamp,machine_name,gpu_info,gpu_memory,platform,model,trials_run,unique_conversations,duplicates_found,duplicate_rate,avg_latency_s,avg_tokens_per_sec
2025-09-27T18:28:17.142056,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,10,10,0,0.0,8.664107418060302,58.70714900502035
2025-09-27T18:51:46.658111,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,phi-3-mini-4k-instruct,10,10,0,0.0,139.48355491161345,3.559532161306327
2025-09-27T19:15:01.198955,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,microsoft/phi-4-mini-reasoning,10,10,0,0.0,138.04411447048187,3.412338981382321
2025-09-27T19:41:21.828523,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen/qwen3-4b-thinking-2507,10,10,0,0.0,156.84345397949218,3.2678003049031785
2025-09-27T20:05:16.516397,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-4b,10,10,0,0.0,142.24114122390748,3.606931358382332
2025-09-27T20:29:21.368624,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-4b:2,10,10,0,0.0,142.99690134525298,3.5878594476953984
2025-09-27T20:59:52.122354,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3n-e4b,10,10,0,0.0,181.82234671115876,2.832006512845283
2025-09-27T22:05:32.551374,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,fusechat-gemma-2-9b-instruct,13,0,0,0,0,0
2025-09-27T22:38:04.437643,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,mistralai/mistral-7b-instruct-v0.3,10,10,0,0.0,193.8709389925003,2.378979254521768
2025-09-27T23:17:23.549814,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct,10,10,0,0.0,234.01149184703826,2.173472412288308
2025-09-27T23:39:14.968481,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen2-vl-7b-instruct,10,10,0,0.0,129.91552729606627,2.2603577304574434
