trial_id,timestamp,machine_name,gpu_info,gpu_memory,platform,model,trial,latency_s,completion_tokens,tokens_per_sec,unique,duplicate_reason,sample_output
google/gemma-3-1b_1_1759009484,2025-09-27T17:44:44.789987,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,1,4.8688743114471436,406,83.38683112962251,True,unique,"User: Hi, I’d like to schedule an appointment.

Agent: Good morning/afternoon! Certainly. To help me find a suitable time for you, could you tell me what kind of appointment you're looking for?  Are you interested in anything specific – check-up, specialist consultation, something else?

User: I’d like to schedule a check-up with Dr. Miller.

Agent: Okay, a check-up with Dr. Miller. Let me just pull up the availability.  Right now we have openings on Tuesdays and Thursdays at 2:00 PM and 4:30 PM"
google/gemma-3-1b_2_1759009492,2025-09-27T17:44:52.149686,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,2,4.301594018936157,512,119.02564438812954,True,unique,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Welcome to [Clinic Name]. To help me find a time that works for you, could you tell me what type of appointment you need?

User: I'd like to see my doctor – general check-up.

Agent: Okay, a general check-up.  Let me just pull up your file…  (pause, sounds of typing) …Okay, I see. Do you have any primary care physician we’d recommend for a general check-up?

User: Not really, no. Just the doctor at this clinic.

Agent: Alright. Le"
google/gemma-3-1b_3_1759009500,2025-09-27T17:45:00.714362,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,3,4.322959899902344,512,118.4373697316892,True,unique,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Let me check availability for you today.  Could you tell me what type of appointment you’re looking for?

User: I need a follow-up appointment with Dr. Lee about my blood pressure.

Agent: Okay, a follow-up appointment with Dr. Lee regarding your blood pressure. Do you have a preferred date or time in mind? We usually have appointments available between 10 AM and 12 PM.

User:  Ideally, sometime next Tuesday afternoon.  Maybe arou"
google/gemma-3-1b_4_1759009508,2025-09-27T17:45:08.574041,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,4,4.60444974899292,512,111.19678309269942,True,unique,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! To get started, could you tell me your full name?

User: It’s Sarah Miller.

Agent: Thank you, Sarah. And what’s your date of birth?

User: January 15th, 1988.

Agent: Okay, let me check our availability…  Hmm, we have openings on Tuesday afternoon and Wednesday morning. Would either of those work for you?

User: Wednesday morning would be great, actually. 

Agent: Wonderful! Let's see… We have a doctor, Dr. Evans, available at 2:"
google/gemma-3-1b_5_1759009515,2025-09-27T17:45:15.840949,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,5,4.471843957901001,512,114.49415606181462,True,unique,"User: Hi, I’d like to schedule an appointment for my annual checkup.

Agent: Certainly!  I can help you with that.  First, could you tell me your full name and date of birth?

User: It's Sarah Miller, and my birthday is October 15th.

Agent: Thank you, Sarah. And what type of appointment are you looking for – a routine checkup, something more specific like a specialist consultation, etc.?

User:  I’d prefer to see the doctor for a general checkup, just to make sure everything's okay.

Agent: Oka"
google/gemma-3-1b_6_1759009523,2025-09-27T17:45:23.138380,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,6,4.411192893981934,510,115.6149849388311,True,unique,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Welcome to [Clinic Name]. To help me find the right time for you, could you tell me a little about what you need? 

User: Well, my back has been really bothering me lately, and it’s getting worse.

Agent: Okay, I understand.  Could you describe your pain – is it constant, intermittent, sharp, dull?  And where exactly do you feel it most strongly? 

User: It’s pretty persistent, mostly in my lower back. It's a deep ache, and it rea"
google/gemma-3-1b_7_1759009530,2025-09-27T17:45:30.420799,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,7,4.04381537437439,404,99.90564914514724,True,unique,"User: Hi, I’d like to schedule an appointment with Dr. Lee.

Agent: Certainly! To help me find a good time for you, could you tell me what type of appointment you’re looking for?  Are you needing a routine check-up, or something more specific like a specialist consultation?

User: It's for a follow-up to my annual physical. I’ve been feeling a bit under the weather lately.

Agent: Okay, a follow-up physical is a great idea. Let me just pull up your records…  (pause - sounds of keyboard tapping) "
google/gemma-3-1b_8_1759009537,2025-09-27T17:45:37.726419,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,8,4.220372200012207,512,121.3163142337349,True,unique,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Let me pull up your file. Can you please provide me with your full name and date of birth?

User: My name is Sarah Miller, and my birthday is July 15th, 1988.

Agent: Thank you, Sarah. And what’s the reason for this appointment?  Are you experiencing any specific symptoms or concerns?

User: I’ve been feeling a bit tired lately, mostly just a constant fatigue. It’s been going on for about a month now. 

Agent: Okay, tiredness – th"
google/gemma-3-1b_9_1759009545,2025-09-27T17:45:45.044673,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,9,4.1489033699035645,512,123.40610381868227,True,unique,"User: Hi, I’d like to schedule an appointment with Dr. Lee.

Agent: Certainly! Let me check his availability.  Just a moment… Okay, Dr. Lee has openings on Tuesday at 2 PM and Wednesday at 10 AM. Do either of those work for you?

User: Tuesday at 2 PM would be great. I’m flexible with the time, though.

Agent: Perfect! Let me confirm that.  Tuesday at 2 PM – confirmed.  Does that sound good? 

User: Yes, that’s perfect!  Can I tell you a little bit about my reason for the appointment?

Agent: Ab"
google/gemma-3-1b_10_1759009552,2025-09-27T17:45:52.388890,EPM_DELL,NVIDIA GeForce RTX 3080,10240MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,10,4.145153522491455,450,108.56051472118368,True,unique,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Could you please tell me your full name and date of birth for verification?

User: My name is Sarah Miller, and my birthday is July 12th, 1985.

Agent: Thank you, Ms. Miller. Let me check availability… Okay, we have an opening on Tuesday at 10:00 AM. Would that work for you?

User: Yes, that would be perfect! It’s around 10:30.

Agent: Alright, let's confirm – Tuesday at 10:00 AM, for Sarah Miller, born July 12th, 1985. Is there a"
