trial_id,timestamp,machine_name,gpu_info,gpu_memory,platform,model,trial,latency_s,completion_tokens,tokens_per_sec,unique,duplicate_reason,sample_output
google/gemma-3-1b_1_1759003553,2025-09-27T16:05:53.156894,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,1,7.685250997543335,512,66.62111623467675,True,unique,"User: Hi, I’d like to schedule an appointment with Dr. Lee.

Agent: Certainly! Let me pull up your file. Just one moment… Okay, I see you’re looking for a general check-up.  Do you have a preferred date or time in mind?

User: I was hoping sometime next week. Maybe Tuesday afternoon would work. 

Agent: Let me check availability for Tuesday. It looks like Dr. Lee has openings at 2 PM and 3 PM. Which of those works best for you?

User: 2 PM is good, actually. 

Agent: Perfect! A 2 PM appointment "
google/gemma-3-1b_2_1759003563,2025-09-27T16:06:03.138122,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,2,7.661739349365234,495,64.60673972692769,False,semantic_similarity_0.904,"User: Hi, I’d like to schedule an appointment with Dr. Lee.

Agent: Certainly! Let me pull up your information. One moment... Okay, I see you're interested in seeing Dr. Lee. What kind of appointment are you hoping for?  Are there any specific reasons you need to book this?

User: Well, my knee has been bothering me lately. It’s been a bit painful and I’m worried about it getting worse.

Agent: Okay, a persistent knee pain is understandable. And can you tell me a little more about the pain? Is i"
google/gemma-3-1b_3_1759003572,2025-09-27T16:06:12.043399,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,3,6.703154802322388,416,62.06033013826144,False,semantic_similarity_0.931,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Could you tell me your name and date of birth?

User: It's Sarah Miller, born 1985.

Agent: Thank you, Sarah. And what kind of appointment are you looking for today?  Do you have a specific doctor in mind?

User: I need to see Dr. Lee. I’ve been having some back pain lately.

Agent: Okay, Dr. Lee. Let me check his availability. Just a moment… (pause) Alright, we have an opening on Tuesday at 2 PM. Would that work for you?

User: T"
google/gemma-3-1b_4_1759003581,2025-09-27T16:06:21.109203,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,4,6.326602935791016,374,59.11545323702834,False,semantic_similarity_0.913,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Could you please tell me your name?

Patient: It’s Sarah Miller.

Agent: Okay, Ms. Miller. And what type of appointment are you looking for today?

Patient: I need to see Dr. Lee about a persistent cough.

Agent: Alright, a persistent cough. Let me check our availability with Dr. Lee first. One moment please... (pause – sounds of typing) …Okay, we have an opening on Tuesday afternoon at 2 PM. Would that work for you?

Patient: Yes"
google/gemma-3-1b_5_1759003591,2025-09-27T16:06:31.684524,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,5,8.237732887268066,474,57.54010314325642,False,semantic_similarity_0.940,"User: Hi, I’d like to schedule an appointment.

Agent: Good morning! Certainly. Can I get your full name and date of birth, please?

User: It’s Sarah Miller, born 1985.

Agent: Thank you, Ms. Miller. And what kind of appointment are you looking for today?  Are there any specific doctors you prefer, or a particular reason for the visit?

User: I need to see Dr. Chen. I've been having some stomach problems lately.

Agent: Okay, Dr. Chen it is. Let me check his availability…  Just one moment please"
google/gemma-3-1b_6_1759003602,2025-09-27T16:06:42.178557,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,6,7.771392583847046,512,65.88265802762295,False,semantic_similarity_0.934,"User: Hi, I’d like to schedule an appointment for a check-up.

Agent: Certainly! To help me find the best time for you, could you tell me what kind of appointment you’re looking for?  Are you interested in a general check-up, or something more specific like a specialist consultation?

User: I think a general check-up would be fine. Just want to get a baseline assessment.

Agent: Okay, a general check-up. Let me check our availability…  (pause – sounds of typing) …Alright, we have openings on Tue"
google/gemma-3-1b_7_1759003612,2025-09-27T16:06:52.287420,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,7,7.442788362503052,512,68.79142265813555,False,semantic_similarity_0.915,"User: Hi, I’d like to schedule an appointment with Dr. Lee.

Agent: Certainly! Let me pull up your file.  Just one moment… Okay, I see you’re looking for a general check-up. Is this for something specific, or just wanting to discuss a concern?

User: It’s a bit of everything, really. A little persistent cough and some fatigue lately.

Agent: Alright. Let’s start with the cough. Can you tell me a bit more about the cough – is it dry, productive, what color is the mucus?  And when did it start?

U"
google/gemma-3-1b_8_1759003621,2025-09-27T16:07:01.442524,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,8,6.912584543228149,428,61.91606009640581,False,semantic_similarity_0.917,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Could you please tell me your name and date of birth?

User: My name is Sarah Miller, and my birthday is July 15th.

Agent: Thank you, Ms. Miller. And what type of appointment are you looking for today?  Are you needing a check-up, or something else?

User: I’d like to see the doctor about my knee pain.

Agent: Okay, a knee pain visit.  Let me just pull up your records…  (pause) …Okay, I see it here. We have an opening on Tuesday "
google/gemma-3-1b_9_1759003631,2025-09-27T16:07:11.206487,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,9,7.525999069213867,512,68.03083488202999,False,semantic_similarity_0.943,"User: Hi, I’d like to schedule an appointment with Dr. Lee.

Agent: Certainly! Welcome to HealthFirst. To help me find a time that works for you, could you tell me what type of appointment you’re looking for – check-up, follow-up, or something else?

User: It’s a follow-up to my annual physical.

Agent: Okay, a follow-up. Let me just pull up your records and see what’s available.  (Pause - sounds of typing) Alright, we have openings on Tuesday at 2 PM and Wednesday at 10 AM. Would either of thos"
google/gemma-3-1b_10_1759003639,2025-09-27T16:07:19.144415,MSI-Laptop-4050,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-10-10.0.26100-SP0,google/gemma-3-1b,10,5.645769357681274,303,53.668504822599154,False,semantic_similarity_0.942,"User: Hi, I’d like to schedule an appointment.

Agent: Certainly! Can you tell me what type of appointment you need? Do you have a specific doctor in mind?

User: I need a check-up with Dr. Lee.

Agent: Okay, Dr. Lee.  Let me check his availability. One moment… (typing sounds) … Alright, Dr. Lee is currently booked for the next three weeks. Do you want to try a different time slot? 

User: Hmm, maybe Tuesday afternoon?

Agent: Let me see…  Tuesday afternoon slots are available at 2 PM and 3 PM. "
